Exchange_Name,FIA_Region,Report_Year,Open_Interest,Volume,Ratio
Multi Commodity Exchange of India,Asia,2007,"2007,5000","2007,15671922","2007,8"
Multi Commodity Exchange of India,Asia,2008,"2008,5000","2008,21300311","2008,9"
Multi Commodity Exchange of India,Asia,2009,"2009,5000","2009,52331712","2009,10"
Multi Commodity Exchange of India,Asia,2010,"2010,5000","2010,52717713","2010,1"
Multi Commodity Exchange of India,Asia,2011,"2011,5000","2011,64638423","2011,2"
Multi Commodity Exchange of India,Asia,2012,"2012,5000","2012,85807441","2012,4"
Multi Commodity Exchange of India,Asia,2013,"2013,691914","2013,63444751","2013,3"
Multi Commodity Exchange of India,Asia,2014,"2014,293587","2014,36361020","2014,5"
Multi Commodity Exchange of India,Asia,2015,"2015,853510","2015,107586332","2015,6"
Multi Commodity Exchange of India,Asia,2016,"2016,667977","2016,108504315","2016,7"
Nasdaq Commodities,Europe,2013,"2013,1398410","2013,848765","2013,8"
Nasdaq Commodities,Europe,2014,"2014,3534542","2014,1447146","2014,9"
Nasdaq Commodities,Europe,2015,"2015,5981701","2015,2281077","2015,10"
Nasdaq Commodities,Europe,2016,"2016,5104893","2016,2212321","2016,1"
Nasdaq NFX,North America,2015,"2015,1217563","2015,3523298","2015,2"
Nasdaq NFX,North America,2016,"2016,6727142","2016,21251450","2016,4"
Nasdaq OMX Commodities,Europe,2009,"2009,1499","2009,906096","2009,3"
Nasdaq OMX Commodities,Europe,2010,"2010,1499","2010,1004194","2010,5"
Nasdaq OMX Commodities,Europe,2011,"2011,1499","2011,858484","2011,6"
Nasdaq OMX Commodities,Europe,2012,"2012,1499","2012,880917","2012,7"
National Commodity & Derivatives Exchange,Asia,2005,"2005,1499","2005,132023","2005,8"
National Commodity & Derivatives Exchange,Asia,2006,"2006,1499","2006,140092","2006,9"
National Commodity & Derivatives Exchange,Asia,2007,"2007,1499","2007,162689","2007,10"
National Commodity & Derivatives Exchange,Asia,2008,"2008,1499","2008,297650","2008,1"
National Commodity & Derivatives Exchange,Asia,2009,"2009,1499","2009,402056","2009,2"
National Commodity & Derivatives Exchange,Asia,2010,"2010,1499","2010,2277100","2010,4"
National Commodity & Derivatives Exchange,Asia,2011,"2011,1499","2011,4227438","2011,3"
National Commodity & Derivatives Exchange,Asia,2012,"2012,1499","2012,831012","2012,5"
National Commodity & Derivatives Exchange,Asia,2013,"2013,1499","2013,63874","2013,6"
National Commodity & Derivatives Exchange,Asia,2014,"2014,446","2014,9433","2014,7"
New York Board of Trade,North America,2004,"2004,341361039","2004,1381","2004,8"
New York Mercantile Exchange,North America,1993,"1993,341361039","1993,54584872","1993,9"
New York Mercantile Exchange,North America,1994,"1994,341361039","1994,57142180","1994,10"
New York Mercantile Exchange,North America,1995,"1995,341361039","1995,53593396","1995,1"
New York Mercantile Exchange,North America,1996,"1996,341361039","1996,55451721","1996,2"
New York Mercantile Exchange,North America,1997,"1997,341361039","1997,63002464","1997,4"
New York Mercantile Exchange,North America,1998,"1998,341361039","1998,75809293","1998,3"
New York Mercantile Exchange,North America,1999,"1999,341361039","1999,88536120","1999,5"
New York Mercantile Exchange,North America,2000,"2000,341361039","2000,88342574","2000,6"
New York Mercantile Exchange,North America,2001,"2001,341361039","2001,88023496","2001,7"
New York Mercantile Exchange,North America,2002,"2002,341361039","2002,115931412","2002,8"
New York Mercantile Exchange,North America,2003,"2003,341361039","2003,112512530","2003,9"
New York Mercantile Exchange,North America,2004,"2004,341361039","2004,133459127","2004,10"
New York Mercantile Exchange,North America,2005,"2005,341361039","2005,174339028","2005,1"
New York Mercantile Exchange,North America,2006,"2006,341361039","2006,245328192","2006,2"
New York Mercantile Exchange,North America,2007,"2007,341361039","2007,311964829","2007,4"
New York Mercantile Exchange,North America,2008,"2008,341361039","2008,364155274","2008,3"
New York Mercantile Exchange,North America,2009,"2009,341361039","2009,375939006","2009,5"
New York Mercantile Exchange,North America,2010,"2010,341361039","2010,420583979","2010,6"
New York Mercantile Exchange,North America,2011,"2011,341361039","2011,447303404","2011,7"
New York Mercantile Exchange,North America,2012,"2012,341361039","2012,427482381","2012,8"
New York Mercantile Exchange,North America,2013,"2013,341361039","2013,421926643","2013,9"
New York Mercantile Exchange,North America,2014,"2014,294411013","2014,410449448","2014,10"
New York Mercantile Exchange,North America,2015,"2015,333946149","2015,498062018","2015,1"
New York Mercantile Exchange,North America,2016,"2016,251767619","2016,449747306","2016,2"
New Zealand Futures Exchange,Asia,1996,"1996,251767619","1996,86159","1996,4"
New Zealand Futures Exchange,Asia,1997,"1997,251767619","1997,4596","1997,3"
New Zealand Futures Exchange,Asia,1998,"1998,251767619","1998,2863","1998,5"
New Zealand Futures Exchange,Asia,1999,"1999,251767619","1999,1564","1999,6"
New Zealand Futures Exchange,Asia,2000,"2000,251767619","2000,450","2000,7"
New Zealand Futures Exchange,Asia,2001,"2001,251767619","2001,150","2001,8"
New Zealand Futures Exchange,Asia,2009,"2009,251767619","2009,58","2009,9"
New Zealand Futures Exchange,Asia,2010,"2010,251767619","2010,467","2010,10"
New Zealand Futures Exchange,Asia,2011,"2011,251767619","2011,1353","2011,1"
New Zealand Futures Exchange,Asia,2012,"2012,251767619","2012,7207","2012,2"
New Zealand Futures Exchange,Asia,2013,"2013,2","2013,6981","2013,4"
New Zealand Futures Exchange,Asia,2014,"2014,3125","2014,10455","2014,3"
New Zealand Futures Exchange,Asia,2015,"2015,73307","2015,27702","2015,5"
New Zealand Futures Exchange,Asia,2016,"2016,187780","2016,91983","2016,6"
Nord Pool,Europe,2008,"2008,187780","2008,1114850","2008,7"
North American Derivative Exchange,North America,2010,"2010,187780","2010,3167","2010,8"
North American Derivative Exchange,North America,2011,"2011,187780","2011,51384","2011,9"
North American Derivative Exchange,North America,2012,"2012,187780","2012,81995","2012,10"
North American Derivative Exchange,North America,2013,"2013,187780","2013,127040","2013,1"
North American Derivative Exchange,North America,2014,"2014,187780","2014,202671","2014,2"
North American Derivative Exchange,North America,2015,"2015,187780","2015,264493","2015,4"
North American Derivative Exchange,North America,2016,"2016,187780","2016,189302","2016,3"
NYSE Amex,North America,2016,"2016,187780","2016,3","2016,5"
OCC,North America,2016,"2016,1","2016,3","2016,6"
Pakistan Mercantile Exchange,Asia,2013,"2013,64438","2013,2227601","2013,7"
Pakistan Mercantile Exchange,Asia,2014,"2014,58519","2014,2348971","2014,8"
Pakistan Mercantile Exchange,Asia,2015,"2015,48013","2015,2539649","2015,9"
Pakistan Mercantile Exchange,Asia,2016,"2016,33416","2016,1130093","2016,10"
Rosario Futures Exchange,Latin America,2011,"2011,5000","2011,9928","2011,1"
Rosario Futures Exchange,Latin America,2012,"2012,5000","2012,22664","2012,2"
Rosario Futures Exchange,Latin America,2013,"2013,8701","2013,18198","2013,4"
Rosario Futures Exchange,Latin America,2014,"2014,26529","2014,34168","2014,3"
Rosario Futures Exchange,Latin America,2015,"2015,46887","2015,33244","2015,5"
Rosario Futures Exchange,Latin America,2016,"2016,36207","2016,121564","2016,6"
SGX Asiaclear,Asia,2009,"2009,5000","2009,8835","2009,7"
SGX Asiaclear,Asia,2010,"2010,5000","2010,38589","2010,8"
SGX Asiaclear,Asia,2011,"2011,5000","2011,10037","2011,9"
SGX Asiaclear,Asia,2012,"2012,5000","2012,19437","2012,10"
SGX Asiaclear,Asia,2013,"2013,33216","2013,27500","2013,1"
SGX Asiaclear,Asia,2014,"2014,114148","2014,93855","2014,2"
SGX Asiaclear,Asia,2015,"2015,63651","2015,48393","2015,4"
SGX Asiaclear,Asia,2016,"2016,23627","2016,15106","2016,3"
Shanghai Futures Exchange,Asia,2004,"2004,5000","2004,2818855","2004,5"
Shanghai Futures Exchange,Asia,2005,"2005,5000","2005,9809550","2005,6"
Shanghai Futures Exchange,Asia,2006,"2006,5000","2006,11492313","2006,7"
Shanghai Futures Exchange,Asia,2007,"2007,5000","2007,12005094","2007,8"
Shanghai Futures Exchange,Asia,2008,"2008,5000","2008,30810540","2008,9"
Shanghai Futures Exchange,Asia,2009,"2009,5000","2009,45753969","2009,10"
Shanghai Futures Exchange,Asia,2010,"2010,5000","2010,10682204","2010,1"
Shanghai Futures Exchange,Asia,2011,"2011,5000","2011,1971141","2011,2"
Shanghai Futures Exchange,Asia,2012,"2012,5000","2012,9132","2012,4"
Shanghai Futures Exchange,Asia,2013,"2013,70690","2013,3135340","2013,3"
Shanghai Futures Exchange,Asia,2014,"2014,100084","2014,651638","2014,5"
Shanghai Futures Exchange,Asia,2015,"2015,424681","2015,32401698","2015,6"
Shanghai Futures Exchange,Asia,2016,"2016,4394986","2016,142796227","2016,7"
Singapore Exchange,Asia,2010,"2010,5000","2010,6490","2010,8"
Singapore Exchange,Asia,2011,"2011,5000","2011,1746","2011,9"
Singapore International Monetary Exchange,Asia,1994,"1994,5000","1994,171896","1994,10"
Singapore International Monetary Exchange,Asia,1995,"1995,5000","1995,92866","1995,1"
Singapore International Monetary Exchange,Asia,1996,"1996,5000","1996,63577","1996,2"
Singapore International Monetary Exchange,Asia,1997,"1997,5000","1997,34833","1997,4"
Singapore International Monetary Exchange,Asia,1998,"1998,5000","1998,32600","1998,3"
Singapore International Monetary Exchange,Asia,1999,"1999,5000","1999,18853","1999,5"
Singapore International Monetary Exchange,Asia,2000,"2000,5000","2000,3980","2000,6"
Singapore International Monetary Exchange,Asia,2001,"2001,5000","2001,50","2001,7"
Singapore International Monetary Exchange,Asia,2002,"2002,5000","2002,1282","2002,8"
Singapore International Monetary Exchange,Asia,2003,"2003,5000","2003,2590","2003,9"
Singapore Mercantile Exchange,Asia,2010,"2010,5000","2010,2090","2010,10"
Singapore Mercantile Exchange,Asia,2011,"2011,5000","2011,25723","2011,1"
Singapore Mercantile Exchange,Asia,2012,"2012,5000","2012,3429","2012,2"
Thailand Futures Exchange,Asia,2011,"2011,5000","2011,3320","2011,4"
Thailand Futures Exchange,Asia,2012,"2012,5000","2012,147823","2012,3"
Thailand Futures Exchange,Asia,2013,"2013,5381","2013,46496","2013,5"
Thailand Futures Exchange,Asia,2014,"2014,4921","2014,32530","2014,6"
Thailand Futures Exchange,Asia,2015,"2015,5057","2015,25970","2015,7"
Thailand Futures Exchange,Asia,2016,"2016,2982","2016,19076","2016,8"
Tokyo Commodity Exchange,Asia,1999,"1999,5000","1999,5414831","1999,9"
Tokyo Commodity Exchange,Asia,2000,"2000,5000","2000,21111439","2000,10"
Tokyo Commodity Exchange,Asia,2001,"2001,5000","2001,25654212","2001,1"
Tokyo Commodity Exchange,Asia,2002,"2002,5000","2002,33385885","2002,2"
Tokyo Commodity Exchange,Asia,2003,"2003,5000","2003,41068117","2003,4"
Tokyo Commodity Exchange,Asia,2004,"2004,5000","2004,39205280","2004,3"
Tokyo Commodity Exchange,Asia,2005,"2005,5000","2005,26732003","2005,5"
Tokyo Commodity Exchange,Asia,2006,"2006,5000","2006,19386944","2006,6"
Tokyo Commodity Exchange,Asia,2007,"2007,5000","2007,11369543","2007,7"
Tokyo Commodity Exchange,Asia,2008,"2008,5000","2008,6129295","2008,8"
Tokyo Commodity Exchange,Asia,2009,"2009,5000","2009,4383212","2009,9"
Tokyo Commodity Exchange,Asia,2010,"2010,5000","2010,4665935","2010,10"
Tokyo Commodity Exchange,Asia,2011,"2011,5000","2011,4789225","2011,1"
Tokyo Commodity Exchange,Asia,2012,"2012,5000","2012,4532168","2012,2"
Tokyo Commodity Exchange,Asia,2013,"2013,780046","2013,4402511","2013,4"
Tokyo Commodity Exchange,Asia,2014,"2014,612239","2014,3489531","2014,3"
Tokyo Commodity Exchange,Asia,2015,"2015,883928","2015,5778780","2015,5"
Tokyo Commodity Exchange,Asia,2016,"2016,959395","2016,5565931","2016,6"
Zhengzhou Commodity Exchange,Asia,2013,"2013,141702","2013,4357384","2013,7"
Zhengzhou Commodity Exchange,Asia,2014,"2014,496623","2014,5646295","2014,8"
Zhengzhou Commodity Exchange,Asia,2015,"2015,254625","2015,2652047","2015,9"
Zhengzhou Commodity Exchange,Asia,2016,"2016,1026627","2016,34859715","2016,10"
